v1_page,v1_nav_status,v1_top_section,v1_title,v1_page_content_summary,v1_key_topics,v1_state,v1_state_flags,v1_state_rationale,v1_state_confidence,recommended_target_type,recommended_v2_tab,recommended_v2_anchor,recommended_v2_group_path,recommended_v2_route,recommended_v2_route_in_docs_json,recommended_v2_target_file_exists,recommended_v2_target_file_path,recommended_new_location,coverage_grade,coverage_rationale,deprecate_or_supersede_recommendation,recommended_action,confidence_score,adjudication_status,notes,seed_row_present,seed_target_match_status,phase1_primary_wp,phase1_wps,phase1_scope,phase1_status,phase1_owner,phase1_notes,phase1_updated_at
v1/sdks/react/migration/3.x/asset/useCreateAsset,in_v1_nav,sdks,useCreateAsset,useCreateAsset. React Hook for creating a new asset.,asset|react|usecreateasset|only|hook|creating,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.53 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.6,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.53, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/migration/3.x/asset/useUpdateAsset,in_v1_nav,sdks,useUpdateAsset,useUpdateAsset. React Hook for updating an asset.,asset|return|react|useupdateasset|hook|updating,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.54 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.61,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.54, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/migration/3.x/Broadcast,in_v1_nav,sdks,Broadcast,Broadcast. The Broadcast component provides an easy way to livestream video or audio.,broadcast|component|streamkey|react|provides|easy,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.52 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.59,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.52, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/migration/3.x/client,in_v1_nav,sdks,Client,"Client. The livepeer Client is a framework agnostic client that manages wallet connection state and configuration, such as: auto-connection, connectors, and ethers providers.",client|connection|provider|react|framework|agnostic,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.52 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.59,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.52, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/migration/3.x/constants/abis,in_v1_nav,sdks,Application Binary Interface,Application Binary Interface. All Livepeer ABIs available via import.,abis|all|available|via|import|sdks,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.52 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.59,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.52, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/migration/3.x/constants/contract-addresses,in_v1_nav,sdks,Contract Addresses,Contract Addresses. All contract addresses for the Livepeer protocol.,addresses|contract|protocol|react|all|chain,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.53 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.6,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.53, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/migration/3.x/getting-started,in_v1_nav,sdks,Getting Started,Getting Started. Get started building with Livepeer UI Kit!,react|native|started|getting|building|installation,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.53 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.6,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.53, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/migration/3.x/LivepeerConfig,in_v1_nav,sdks,LivepeerConfig,LivepeerConfig. The LivepeerConfig component manages configuration for all hooks using React Context.,livepeerconfig|react|configuration|all|hooks|using,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.53 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.6,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.53, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/migration/3.x/playback/usePlaybackInfo,in_v1_nav,sdks,usePlaybackInfo,usePlaybackInfo. React Hook for retrieving playback details for a playback ID.,playback|id|return|react|useplaybackinfo|hook,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.53 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.6,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.53, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/migration/3.x/Player,in_v1_nav,sdks,Player,Player. The Player component provides an easy way to display video or audio.,player|component|react|provides|easy|way,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.53 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.6,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.53, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/migration/3.x/providers/studio,orphan_not_in_v1_nav,sdks,Studio,Studio. Official Livepeer provider for Studio.,studio|key|provider|api|studioprovider|sdks,orphan_not_in_nav,not_in_v1_docs_json_nav|sdk_reference_page,Page exists in filesystem but is not referenced in v1 docs.json navigation.,0.9,new_page_in_existing_group,Developers,Developer Platforms,Livepeer Studio > Reference,,true,true,v2/platforms/livepeer-studio/reference/sdks.mdx,Developers > Developer Platforms > Livepeer Studio > Reference,minimally_covered,Best candidate score 0.57 against English IA route v2/platforms/livepeer-studio/reference/sdks.,no_deprecation_recommended,create_new_page,0.64,needs_manual_review,"Top candidate: v2/platforms/livepeer-studio/reference/sdks (score 0.57, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/migration/3.x/stream/useCreateStream,in_v1_nav,sdks,useCreateStream,useCreateStream. React Hook for creating a new stream.,stream|only|return|react|usecreatestream|hook,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.53 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.6,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.53, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/migration/3.x/stream/useStream,in_v1_nav,sdks,useStream,useStream. React Hook for retrieving a stream.,stream|return|react|usestream|hook|retrieving,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.54 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.61,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.54, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
